TransactionAmount,PreviousTransactionDate,TransactionType,Location,IP Address,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
335.63,141.0,1.0,28.0,443.0,2.0,55.0,2,216.0,1.0,1019.3899999999994,0
328.47,1208.0,1.0,35.0,476.0,-1.1102230246251565e-16,63.0,2,119.0,1.0,4323.66,1
34.01999999999998,45.000000000000114,1.0,30.0,25.0,2.0,38.0,0,19.000000000000014,1.0,14214.48,2
55.319999999999965,594.0,1.0,40.0,217.0,-1.1102230246251565e-16,19.0,3,117.0,1.0,241.78999999999996,0
304.31,1176.0,1.0,21.0,517.0,1.0,27.0,3,33.0,1.0,868.6099999999997,0
164.49,2024.0,1.0,3.0,42.0,1.0,26.0,3,75.0,1.0,1509.27,0
510.24,1613.0,1.0,28.0,243.0,2.0,19.0,3,105.0,1.0,781.6999999999998,0
626.9,1915.0,1.0,10.0,568.0,2.0,26.0,3,138.0,1.0,265.5100000000002,0
85.43,900.0,1.0,41.0,276.0,1.0,67.0,0,145.0,1.0,14904.9,2
169.5,1439.0,1.0,36.0,422.0,1.0,28.0,3,142.0,1.0,918.8800000000001,0
104.63,527.0,1.0,29.0,243.0,-1.1102230246251565e-16,62.0,2,90.0,1.0,4477.78,2
316.95,1230.0,1.0,23.0,534.0,1.0,25.000000000000004,3,83.0,1.0,1324.0299999999997,0
386.52,918.0,1.0,16.0,244.0,1.0,48.0,1,28.0,1.0,5630.61,1
112.07,1586.0,1.0,18.0,288.0,1.0,23.0,3,51.0,1.0,930.3000000000002,0
349.64,1800.0,1.0,19.0,560.0,2.0,48.0,1,226.0,1.0,6651.62,1
5.769999999999982,1769.0,1.0,5.0,154.0,2.0,50.0,0,124.0,1.0,13988.12,2
298.42,659.0,1.0,16.0,565.0,1.0,56.0,2,225.0,1.0,3014.75,1
521.06,628.0,1.0,0.0,87.0,1.0,25.000000000000004,3,128.0,1.0,1951.42,0
133.55,1128.0,1.0,1.0,416.0,-1.1102230246251565e-16,44.0,1,220.0,1.0,3846.28,2
143.21,78.0,1.0,9.0,495.0,2.0,35.0,1,135.0,1.0,6374.82,2
24.769999999999982,1064.0,1.0,4.0,560.0,-1.1102230246251565e-16,62.0,2,55.0,1.0,5866.01,2
91.53,436.9999999999999,1.0,25.0,576.0,1.0,44.0,0,69.0,1.0,14676.05,2
120.29000000000002,2050.0,1.0,24.0,184.0,1.0,19.0,3,77.0,1.0,1362.3900000000003,0
174.25,1127.0,1.0,39.0,86.0,2.0,50.0,0,67.0,1.0,10528.34,2
183.71000000000004,983.0,1.0,10.0,550.0,-1.1102230246251565e-16,38.0,1,102.0,1.0,552.5200000000004,2
259.91,1787.0,1.0,10.0,400.0,2.0,49.0,0,170.0,1.0,7176.86,1
154.71,1051.0,1.0,36.0,198.0,2.0,34.0,0,157.0,1.0,1523.7200000000003,2
24.560000000000002,1704.0,1.0,23.0,169.0,1.0,64.0,0,69.0,1.0,9869.93,2
392.96,1860.0,1.0,18.0,244.0,2.0,24.0,3,100.0,1.0,791.6499999999996,0
230.66,516.0,1.0,15.0,481.0,1.0,21.0,3,135.0,1.0,618.0500000000002,0
644.1700000000001,379.9999999999999,1.0,35.0,194.0,-1.1102230246251565e-16,29.0,1,72.0,1.0,1143.52,1
25.360000000000014,1123.0,1.0,21.0,484.0,-1.1102230246251565e-16,57.0,1,78.0,1.0,201.03999999999996,2
147.62,1398.0,1.0,5.0,142.0,1.0,71.0,2,133.0,1.0,2115.8,2
115.02000000000001,1451.0,1.0,35.0,93.0,1.0,37.0,0,175.0,1.0,7643.66,2
383.37,142.0,1.0,13.0,230.0,1.0,30.0,1,24.0,1.0,8901.93,1
196.16,330.0,1.0,41.0,312.0,1.0,27.0,1,146.0,1.0,9418.86,1
129.94,8.0,1.0,19.0,36.0,-1.1102230246251565e-16,32.0,1,235.0,1.0,7954.92,2
306.9,1944.0,1.0,7.0,578.0,2.0,46.0,1,51.0,1.0,9418.08,1
114.98000000000002,1765.0,1.0,39.0,50.0,2.0,59.0,2,80.0,1.0,6144.68,2
756.59,401.0,1.0,34.0,220.0,1.0,27.0,3,17.0,1.0,420.64999999999964,0
503.76,1927.0,1.0,20.0,339.0,2.0,21.999999999999996,3,35.0,1.0,447.8199999999997,0
143.03,1199.0,1.0,35.0,284.0,-1.1102230246251565e-16,63.0,2,147.0,1.0,7981.45,2
327.86,231.0,1.0,14.0,249.0,2.0,40.0,1,104.0,1.0,480.15999999999985,1
2.499999999999943,1143.0,1.0,36.0,428.0,2.0,47.0,0,107.0,1.0,12145.27,2
115.82999999999998,806.0,1.0,14.0,75.0,1.0,39.0,1,167.0,1.0,6481.04,2
53.56999999999999,1305.0,1.0,15.0,433.0,-1.1102230246251565e-16,69.0,2,121.0,1.0,1651.33,2
331.65,1349.0,1.0,32.0,370.0,2.0,41.0,1,61.0,1.0,4172.57,1
5.0400000000000205,1913.0,1.0,42.0,488.0,-1.1102230246251565e-16,56.0,2,41.0,1.0,5558.36,2
598.81,1409.0,1.0,30.0,565.0,1.0,57.0,0,158.0,1.0,1415.52,1
841.28,1257.0,1.0,40.0,12.0,2.0,26.0,3,80.0,1.0,1103.6399999999999,0
38.14999999999998,1435.0,1.0,23.0,518.0,2.0,26.0,3,108.0,1.0,303.6800000000003,0
124.72,1054.0,1.0,28.0,135.0,1.0,33.0,1,105.0,1.0,6309.8,2
208.04,1872.0,1.0,21.0,496.0,2.0,47.0,1,273.0,1.0,9344.98,1
381.33,1319.0,1.0,0.0,485.0,-1.1102230246251565e-16,56.0,0,75.0,1.0,11835.35,1
16.160000000000025,1668.0,1.0,25.0,179.0,-1.1102230246251565e-16,50.0,0,124.0,1.0,14401.17,2
486.08,988.0,1.0,28.0,107.0,2.0,18.0,3,68.0,1.0,1748.69,0
336.39,87.0,1.0,35.0,310.0,1.0,21.0,3,17.999999999999986,1.0,1000.46,0
234.57,1393.0,1.0,5.999999999999998,430.0,2.0,23.0,3,120.0,1.0,263.97999999999956,0
6.0,1721.0,1.0,5.999999999999998,230.0,2.0,30.0,0,246.0,1.0,5442.76,2
227.14,1055.0,1.0,5.0,284.0,-1.1102230246251565e-16,18.0,3,294.0,1.0,341.9399999999996,0
45.849999999999994,274.0,1.0,20.0,187.0,-1.1102230246251565e-16,20.0,3,92.0,1.0,1659.15,0
415.5,1189.0,1.0,22.0,111.0,-1.1102230246251565e-16,66.0,0,141.0,1.0,10113.66,1
265.76,208.0,1.0,30.0,379.0,2.0,54.0,2,92.0,1.0,4446.17,1
69.4,1165.0,1.0,41.0,339.0,2.0,80.0,2,113.0,1.0,6452.77,2
267.9,1618.0,1.0,35.0,341.0,2.0,20.0,3,160.0,1.0,596.1599999999999,0
496.03,1777.0,1.0,37.0,326.0,1.0,61.0,0,265.0,1.0,12904.66,1
376.26,266.0000000000001,1.0,40.0,542.0,-1.1102230246251565e-16,37.0,1,245.0,1.0,9062.4,1
35.75999999999999,1511.0,1.0,5.0,37.0,1.0,23.0,3,122.0,1.0,611.8599999999997,0
28.529999999999973,860.0,1.0,42.0,338.0,2.0,62.0,0,99.0,1.0,8670.53,2
307.57,44.0,1.0,11.0,78.0,1.0,33.0,0,285.0,1.0,5307.74,1
74.86000000000001,1296.0,1.0,26.0,178.0,1.0,70.0,0,125.0,1.0,6921.48,2
231.91,178.0,1.0,22.0,182.0,-1.1102230246251565e-16,34.0,1,165.0,1.0,112.76000000000022,0
126.20999999999998,257.0,1.0,3.0,113.0,1.0,75.0,2,268.0,1.0,5669.66,2
304.35,1971.0,1.0,15.0,236.0,1.0,31.0,1,35.999999999999986,1.0,4057.1,1
281.85,772.0,1.0,11.0,348.0,-1.1102230246251565e-16,21.999999999999996,3,109.0,1.0,1585.98,0
777.88,475.0,1.0,15.0,108.0,1.0,31.0,1,17.0,1.0,6825.55,1
119.18,1352.0,1.0,20.0,504.0,1.0,56.0,2,96.0,1.0,5516.5,2
177.19,761.0,1.0,5.999999999999998,86.0,2.0,76.0,2,43.0,1.0,5343.3,2
260.88,843.0,1.0,10.0,241.0,1.0,21.999999999999996,3,35.999999999999986,1.0,903.0500000000002,0
169.47,489.0,1.0,5.999999999999998,69.0,2.0,24.0,3,19.000000000000014,1.0,1806.1599999999999,0
73.23000000000002,786.0,1.0,32.0,156.0,1.0,26.0,3,14.0,1.0,787.7399999999998,0
792.57,795.0,1.0,3.0,32.0,-1.1102230246251565e-16,19.0,3,164.0,1.0,770.3699999999999,0
237.06,2043.0,1.0,31.0,483.0,2.0,71.0,2,46.0,1.0,1182.77,1
740.25,1135.0,1.0,30.0,0.0,2.0,41.0,0,123.0,1.0,14464.3,1
453.54,630.0,1.0,0.0,360.0,-1.1102230246251565e-16,58.0,0,82.0,1.0,12046.3,1
300.47,1819.0,1.0,17.0,158.0,1.0,73.0,2,100.0,1.0,7885.64,1
201.69,18.0,1.0,19.0,270.0,-1.1102230246251565e-16,59.0,0,299.0,1.0,7328.52,1
399.21,156.0000000000001,1.0,32.0,383.0,-1.1102230246251565e-16,59.0,1,109.0,1.0,3210.39,1
630.36,382.9999999999999,1.0,23.0,300.0,-1.1102230246251565e-16,62.0,2,52.0,1.0,1363.65,1
215.9,23.0,1.0,20.0,132.0,-1.1102230246251565e-16,38.0,0,235.0,1.0,7873.28,1
20.360000000000014,1159.0,1.0,40.0,578.0,1.0,62.0,2,75.0,1.0,2762.48,2
493.11,1195.0,1.0,7.0,396.0,1.0,53.0,2,236.0,1.0,7432.99,1
307.41,936.0,1.0,20.0,2.0,-1.1102230246251565e-16,19.0,3,14.0,1.0,1056.9999999999995,0
11.180000000000007,1946.0,1.0,1.0,171.0,2.0,43.0,0,161.0,1.0,5956.89,2
313.82,1844.0,1.0,40.0,229.0,1.0,59.0,1,151.0,1.0,7261.59,1
288.04,1340.0,1.0,10.0,314.0,-1.1102230246251565e-16,68.0,2,63.0,1.0,1748.02,1
800.55,700.0,1.0,28.0,527.0,-1.1102230246251565e-16,31.0,1,108.0,1.0,9660.22,1
485.54,206.0,1.0,15.0,111.0,-1.1102230246251565e-16,46.0,1,143.0,1.0,6371.51,1
521.15,285.0,1.0,18.0,196.0,-1.1102230246251565e-16,54.0,0,214.0,1.0,9442.47,1
304.93,327.9999999999999,1.0,32.0,322.0,-1.1102230246251565e-16,65.0,0,158.0,1.0,13531.22,1
694.2,1992.0,1.0,25.0,371.0,-1.1102230246251565e-16,61.0,2,72.0,1.0,1389.37,1
116.86000000000001,483.0,1.0,21.0,237.0,-1.1102230246251565e-16,55.0,1,171.0,1.0,6706.56,2
74.88,827.0,1.0,1.0,177.0,-1.1102230246251565e-16,25.000000000000004,3,202.0,1.0,420.6700000000001,0
361.27,35.0,1.0,29.0,521.0,-1.1102230246251565e-16,63.0,0,180.0,1.0,7945.57,1
131.55999999999997,1695.0,1.0,5.0,372.0,1.0,44.0,0,42.0,1.0,5873.54,2
547.87,1092.0,1.0,8.0,250.0,-1.1102230246251565e-16,64.0,2,131.0,1.0,6155.76,1
457.3,1025.0,1.0,41.0,486.0,2.0,28.0,1,15.0,1.0,8318.29,1
506.24,77.0,1.0,5.999999999999998,97.0,-1.1102230246251565e-16,58.0,1,64.0,1.0,230.09000000000015,1
486.59,2054.0,1.0,16.0,79.0,1.0,57.0,2,119.0,1.0,2513.56,1
163.68,1571.0,1.0,36.0,398.0,1.0,41.0,0,292.0,1.0,10090.05,2
581.65,51.999999999999886,1.0,4.0,533.0,-1.1102230246251565e-16,21.999999999999996,3,176.0,1.0,480.1899999999996,0
523.74,1772.0,1.0,28.0,339.0,-1.1102230246251565e-16,43.0,0,159.0,1.0,13498.55,1
91.48000000000002,129.0,1.0,13.0,176.0,-1.1102230246251565e-16,51.0,0,141.0,1.0,14942.78,2
5.249999999999943,1830.0,1.0,38.0,572.0,-1.1102230246251565e-16,39.0,0,49.0,1.0,14143.32,2
736.73,1903.0,1.0,22.0,23.0,1.0,48.0,1,10.0,1.0,3313.07,1
588.54,209.0,1.0,32.0,331.0,1.0,32.0,1,130.0,1.0,714.4499999999998,1
173.5,1715.0,1.0,26.0,387.0,-1.1102230246251565e-16,21.0,3,282.0,1.0,1306.9099999999999,0
40.65999999999997,2124.0,1.0,21.0,139.0,1.0,59.0,2,156.0,1.0,1153.8400000000001,2
34.06999999999999,1793.0,1.0,30.0,376.0,1.0,21.999999999999996,3,81.0,1.0,8709.77,2
492.06,1693.0,1.0,14.0,479.0,2.0,23.0,3,74.0,1.0,857.8999999999996,0
73.55000000000001,42.0,1.0,1.0,282.0,-1.1102230246251565e-16,51.0,1,158.0,1.0,2812.06,2
760.53,1417.0,1.0,31.0,225.0,2.0,57.0,1,118.0,1.0,6179.91,1
371.69,2071.0,1.0,37.0,74.0,1.0,67.0,2,143.0,1.0,3484.32,1
218.96,1382.0,1.0,39.0,455.0,-1.1102230246251565e-16,18.0,3,13.0,1.0,754.21,0
227.39,2085.0,1.0,1.0,578.0,2.0,18.0,3,65.0,1.0,751.0900000000001,0
341.15,249.0,1.0,38.0,477.0,2.0,18.0,3,148.0,1.0,511.3699999999999,0
434.58,1430.0,1.0,22.0,533.0,-1.1102230246251565e-16,59.0,0,215.0,1.0,12648.32,1
75.15,1500.0,1.0,4.0,95.0,-1.1102230246251565e-16,23.0,3,154.0,1.0,1092.92,0
23.30000000000001,1299.0,1.0,20.0,36.0,-1.1102230246251565e-16,59.0,1,161.0,1.0,6711.15,2
488.15,1192.0,1.0,21.0,534.0,1.0,43.0,1,168.0,1.0,7071.09,1
12.819999999999993,562.0,1.0,13.0,149.0,-1.1102230246251565e-16,44.0,1,156.0,1.0,9045.19,2
535.91,1077.0,1.0,19.0,17.0,2.0,43.0,1,22.0,1.0,9642.12,1
97.98000000000002,193.0,1.0,10.0,329.0,1.0,72.0,2,17.999999999999986,1.0,7460.33,2
196.08,1348.0,1.0,37.0,291.0,2.0,61.0,2,98.0,1.0,4233.82,1
251.18,866.0,1.0,38.0,93.0,-1.1102230246251565e-16,42.0,1,246.0,1.0,8303.9,1
44.52000000000001,522.0,1.0,12.0,557.0,2.0,28.0,3,205.0,1.0,314.27999999999975,0
178.87,819.0,1.0,3.0,94.0,2.0,35.0,0,180.0,1.0,5241.23,2
386.68,1759.0,1.0,27.0,317.0,1.0,46.0,0,128.0,1.0,6863.06,1
167.14,657.0,1.0,10.0,77.0,2.0,76.0,2,20.0,1.0,3877.73,2
345.22,1423.0,1.0,14.0,190.0,1.0,69.0,2,253.0,1.0,4046.58,1
74.85,2091.0,1.0,33.0,266.0,-1.1102230246251565e-16,72.0,2,117.0,1.0,2409.73,2
671.73,1657.0,1.0,42.0,40.0,1.0,58.0,1,54.0,1.0,5211.88,1
255.04,1888.0,1.0,39.0,584.0,-1.1102230246251565e-16,45.0,1,152.0,1.0,6217.86,1
45.77000000000001,227.0,1.0,30.0,548.0,2.0,25.000000000000004,3,109.0,1.0,5978.12,0
47.420000000000016,2053.0,1.0,36.0,419.0,-1.1102230246251565e-16,64.0,0,28.0,1.0,8253.52,2
35.99000000000001,112.0,1.0,24.0,185.0,1.0,63.0,2,129.0,1.0,4489.79,2
48.72,1581.0,1.0,41.0,166.0,1.0,21.0,3,17.0,1.0,816.0799999999999,0
43.45999999999998,1146.0,1.0,4.0,322.0,-1.1102230246251565e-16,25.000000000000004,3,80.0,1.0,578.0599999999995,0
443.7900000000001,1624.0,1.0,19.0,290.0,-1.1102230246251565e-16,53.0,2,87.0,1.0,3133.8500000000004,1
365.14,1956.0,1.0,9.0,218.0,2.0,68.0,2,57.0,1.0,5894.09,1
757.41,711.0,1.0,20.0,77.0,-1.1102230246251565e-16,21.999999999999996,3,37.000000000000014,1.0,9532.42,1
20.54000000000002,1327.0,1.0,13.0,213.0,1.0,51.0,1,72.0,1.0,5327.03,2
475.36,1582.0,1.0,31.0,88.0,-1.1102230246251565e-16,34.0,1,105.0,1.0,2000.6,1
34.74000000000001,1018.0,1.0,37.0,542.0,-1.1102230246251565e-16,56.0,2,24.0,1.0,6827.57,2
211.18,1653.0,1.0,42.0,492.0,-1.1102230246251565e-16,73.0,2,90.0,1.0,4069.17,1
61.43000000000001,1041.0,1.0,31.0,110.0,2.0,24.0,3,170.0,1.0,1882.77,0
167.44,1536.0,1.0,23.0,196.0,1.0,37.0,0,82.0,1.0,12526.71,2
361.46,573.0,1.0,26.0,214.0,2.0,21.0,3,83.0,1.0,4737.84,0
378.85,966.0,1.0,41.0,269.0,1.0,78.0,2,126.0,1.0,2300.53,1
241.11,965.0,1.0,8.0,279.0,1.0,30.0,0,55.0,1.0,12385.05,1
485.54,2002.0,1.0,21.0,71.0,2.0,19.0,3,148.0,1.0,1533.3199999999997,0
321.15,232.0,1.0,20.0,299.0,1.0,46.0,0,179.0,1.0,7005.05,1
711.3,1029.0,1.0,38.0,27.0,1.0,21.0,3,51.0,1.0,955.3999999999996,0
12.230000000000018,1638.0,1.0,15.0,363.0,-1.1102230246251565e-16,42.0,1,139.0,1.0,7844.88,2
350.94,1751.0,1.0,7.0,8.0,-1.1102230246251565e-16,20.0,3,64.0,1.0,221.5600000000004,0
301.85,627.0,1.0,8.0,461.0,2.0,54.0,1,25.0,1.0,6586.19,1
29.339999999999975,420.0,1.0,21.0,415.0,2.0,65.0,2,30.0,1.0,3944.82,2
231.71,651.0,1.0,33.0,368.0,1.0,27.0,3,148.0,1.0,1127.98,0
179.43,1280.0,1.0,28.0,255.0,-1.1102230246251565e-16,58.0,2,244.0,1.0,2626.63,2
36.70999999999998,162.9999999999999,1.0,17.0,196.0,1.0,48.0,0,55.0,1.0,6459.38,2
233.24,618.0,1.0,21.0,431.0,-1.1102230246251565e-16,33.0,1,72.0,1.0,6939.23,1
436.64,2097.0,1.0,20.0,407.0,1.0,31.0,0,111.0,1.0,14365.18,1
870.43,862.0,1.0,20.0,227.0,1.0,29.0,0,55.0,1.0,10115.18,1
354.4,1794.0,1.0,5.999999999999998,553.0,-1.1102230246251565e-16,74.0,2,128.0,1.0,7358.65,1
22.629999999999995,297.0,1.0,18.0,191.0,2.0,53.0,1,112.0,1.0,4438.03,2
182.19,974.0,1.0,23.0,162.0,1.0,26.0,3,53.0,1.0,1176.1,0
126.81,1750.0,1.0,30.0,467.0,1.0,26.0,1,290.0,1.0,5427.98,2
288.17,1443.0,1.0,41.0,120.0,2.0,37.0,1,50.0,1.0,3653.11,1
118.76999999999998,1588.0,1.0,1.0,17.0,1.0,55.0,1,123.0,1.0,2104.82,2
651.82,608.0,1.0,16.0,104.0,-1.1102230246251565e-16,21.0,3,166.0,1.0,1802.77,0
66.65,1680.0,1.0,11.0,69.0,-1.1102230246251565e-16,37.0,1,33.0,1.0,3559.96,2
98.53000000000003,83.0,1.0,10.0,61.0,1.0,69.0,2,166.0,1.0,3564.8,2
138.95,872.0,1.0,42.0,15.0,2.0,71.0,2,30.0,1.0,6752.92,2
33.889999999999986,1812.0,1.0,26.0,109.0,1.0,26.0,3,177.0,1.0,1444.75,0
23.70999999999998,1488.0,1.0,1.0,295.0,1.0,58.0,0,164.0,1.0,10788.89,2
26.060000000000002,2067.0,1.0,36.0,111.0,-1.1102230246251565e-16,65.0,0,283.0,1.0,12893.63,2
17.069999999999993,684.0,1.0,20.0,436.0,1.0,27.0,1,44.0,1.0,2798.15,2
703.89,1532.0,1.0,35.0,437.0,2.0,46.0,1,62.0,1.0,3583.67,1
26.55000000000001,1518.0,1.0,15.0,563.0,-1.1102230246251565e-16,77.0,2,228.0,1.0,3085.38,2
147.4,917.0,1.0,38.0,565.0,1.0,42.0,1,259.0,1.0,6797.71,2
202.11,529.0,1.0,22.0,474.0,-1.1102230246251565e-16,27.0,3,17.999999999999986,1.0,746.4700000000003,0
308.42,692.0,1.0,26.0,515.0,1.0,75.0,2,39.0,1.0,5427.81,1
11.180000000000007,349.0,1.0,24.0,224.0,-1.1102230246251565e-16,53.0,1,144.0,1.0,7467.3,2
294.15,181.0,1.0,14.0,41.0,2.0,38.0,1,136.0,1.0,6362.16,1
139.45,1089.0,1.0,4.0,519.0,2.0,27.0,3,31.0,1.0,1305.7600000000002,0
432.63,1047.0,1.0,7.0,56.0,-1.1102230246251565e-16,29.0,0,137.0,1.0,13648.36,1
131.43,179.0,1.0,5.0,519.0,2.0,43.0,0,65.0,1.0,1337.5,2
516.72,1626.0,1.0,23.0,285.0,-1.1102230246251565e-16,42.0,1,128.0,1.0,2015.69,1
166.13,1432.0,1.0,29.0,376.0,-1.1102230246251565e-16,68.0,0,227.0,1.0,11822.53,2
626.9,1628.0,1.0,5.999999999999998,470.0,-1.1102230246251565e-16,23.0,3,146.0,1.0,587.1099999999997,0
466.85,1121.0,1.0,2.0,97.0,1.0,56.0,2,165.0,1.0,5422.53,1
788.84,775.0,1.0,31.0,411.0,2.0,58.0,2,231.0,1.0,1913.73,1
525.28,548.0,1.0,7.0,507.0,-1.1102230246251565e-16,69.0,2,134.0,1.0,4693.6,1
632.69,1464.0,1.0,10.0,331.0,-1.1102230246251565e-16,80.0,2,76.0,1.0,4363.74,1
124.35,2000.0,1.0,28.0,443.0,-1.1102230246251565e-16,72.0,2,90.0,1.0,3319.76,2
43.849999999999994,434.9999999999999,1.0,14.0,59.0,-1.1102230246251565e-16,62.0,2,122.0,1.0,4356.98,2
283.81,419.0,1.0,36.0,491.0,1.0,28.0,3,29.0,1.0,1519.35,0
168.53,949.0,1.0,37.0,163.0,-1.1102230246251565e-16,71.0,2,112.0,1.0,5962.58,2
132.84,1317.0,1.0,28.0,131.0,-1.1102230246251565e-16,21.0,3,143.0,1.0,822.7299999999996,0
144.77,1120.0,1.0,0.0,466.0,2.0,20.0,3,159.0,1.0,867.3199999999997,0
643.22,699.0,1.0,1.0,221.0,-1.1102230246251565e-16,64.0,0,93.0,1.0,1035.8599999999992,1
208.07,1090.0,1.0,28.0,163.0,2.0,32.0,0,35.999999999999986,1.0,8478.9,1
295.5,1893.0,1.0,23.0,102.0,-1.1102230246251565e-16,59.0,2,35.999999999999986,1.0,6280.66,1
30.230000000000018,1796.0,1.0,2.0,94.0,-1.1102230246251565e-16,44.0,0,99.0,1.0,481.1300000000001,2
180.24,1053.0,1.0,31.0,206.0,1.0,58.0,1,144.0,1.0,8431.23,2
96.54000000000002,444.0,1.0,27.0,502.0,1.0,58.0,2,95.0,1.0,7182.22,2
101.04000000000002,1096.0,1.0,35.0,120.0,-1.1102230246251565e-16,27.0,3,160.0,1.0,1695.5699999999997,0
39.65999999999997,778.0,1.0,41.0,298.0,1.0,52.0,1,169.0,1.0,8497.34,2
99.36000000000001,732.0,1.0,39.0,569.0,-1.1102230246251565e-16,40.0,0,46.0,1.0,1272.12,2
123.85,1354.0,1.0,19.0,18.0,2.0,56.0,1,244.0,1.0,3959.62,2
426.93,2087.0,1.0,29.0,381.0,-1.1102230246251565e-16,19.0,3,248.0,1.0,476.1899999999996,0
222.39,1334.0,1.0,41.0,232.0,2.0,49.0,1,73.0,1.0,3117.39,1
131.46,755.0,1.0,5.0,130.0,1.0,67.0,2,258.0,1.0,6642.33,2
268.39,1024.0,1.0,24.0,495.0,-1.1102230246251565e-16,26.0,3,171.0,1.0,136.73999999999978,0
353.82,586.0,1.0,25.0,509.0,-1.1102230246251565e-16,42.0,0,143.0,1.0,705.75,1
364.42,1630.0,1.0,7.0,70.0,-1.1102230246251565e-16,51.0,1,146.0,1.0,8119.73,1
195.12,1169.0,1.0,21.0,292.0,-1.1102230246251565e-16,46.0,0,144.0,1.0,6101.15,1
230.61,1405.0,1.0,33.0,582.0,1.0,80.0,2,204.0,1.0,2561.42,1
242.03,431.0000000000001,1.0,9.0,352.0,2.0,58.0,1,124.0,1.0,4382.73,1
135.03,334.0,1.0,37.0,514.0,-1.1102230246251565e-16,23.0,3,180.0,1.0,1278.0,0
193.54,1724.0,1.0,28.0,283.0,1.0,80.0,2,267.0,1.0,2929.51,1
266.57,1560.0,1.0,12.0,563.0,-1.1102230246251565e-16,72.0,2,100.0,1.0,7676.92,1
153.4,536.0,1.0,23.0,186.0,-1.1102230246251565e-16,45.0,1,144.0,1.0,4657.7,2
5.1200000000000045,1649.0,1.0,27.0,250.0,1.0,34.0,1,90.0,1.0,3293.01,2
119.11000000000001,1044.0,1.0,11.0,297.0,-1.1102230246251565e-16,57.0,1,131.0,1.0,7998.25,2
119.72,191.0,1.0,40.0,134.0,1.0,30.0,1,123.0,1.0,3435.34,2
107.4,1000.0,1.0,41.0,130.0,2.0,58.0,0,32.0,1.0,344.0699999999997,2
115.92000000000002,105.99999999999989,1.0,33.0,312.0,-1.1102230246251565e-16,53.0,2,57.0,1.0,3897.17,2
438.04,1344.0,1.0,30.0,533.0,-1.1102230246251565e-16,67.0,2,247.0,1.0,5358.95,1
677.29,688.0,1.0,15.0,441.0,2.0,27.0,1,287.0,1.0,627.79,1
296.0,753.0,1.0,19.0,390.0,1.0,35.0,0,248.0,1.0,7418.82,1
100.51999999999998,166.0,1.0,19.0,42.0,-1.1102230246251565e-16,50.0,1,110.0,1.0,453.3900000000003,2
85.35,1066.0,1.0,42.0,10.0,-1.1102230246251565e-16,66.0,2,166.0,1.0,2173.76,2
79.75999999999999,195.0,1.0,33.0,162.0,1.0,39.0,1,170.0,1.0,6452.14,2
386.38,138.0,1.0,31.0,308.0,2.0,42.0,1,135.0,1.0,5528.36,1
14.29000000000002,362.0,1.0,20.0,561.0,-1.1102230246251565e-16,34.0,1,150.0,1.0,7016.99,2
